source,target,original_relation,normalized_relation,PubMedID
oral mucositis,neoadjuvant chemotherapy,occurs in patient treated with drug,occurs in patient treated with drug,34043412
arsenic trioxide,acute promyelocytic leukemia,may_treat,may_treat,34042274
arsenic trioxide,e2f1,induces,induces,34042274
arsenic trioxide,cyclin E,induces,induces,34042274
arsenic trioxide,pRB,induces,induces,34042274
arsenic trioxide,PI3K,induces,induces,34042274
arsenic trioxide,p53,induces,induces,34042274
chemodynamic therapy,h2 o2,impeded by,impeded by,34041833
supramolecular nanoparticle,platinum iv complexmodified cyclodextrinferrocene conjugate,composed primarily of,composed primarily of,34041833
supramolecular nanoparticle,hydroxyl radical,release,release,34041833
supramolecular nanoparticle,cisplatin,release,release,34041833
supramolecular nanoparticle,renal clearance,realized in,realized in,34041833
renal clearance,systemic toxicity,protects,protects,34041833
renal clearance,biocompatibility,protects,protects,34041833
supramolecular nanoassemblies,cascade chemochemodynamic therapy,may provide,may provide,34041833
everolimus,metastatic breast cancer,may_treat,may_treat,34041638
everolimus,exemestane,treated with drug,treated with drug,34041638
everolimus,mammalian target of rapamycin (mtor),induces,induces,34041638
mammalian target of rapamycin (mtor),peripheral blood mononuclear cell (pbmcs),located_in,located_in,34041638
everolimus,stomatitis,drug associated with AE,drug associated with AE,34041638
berzosertib,ataxia telangiectasia and radrelated protein kinase,drug associated with AE,drug associated with AE,34040175
berzosertib,gemcitabine,treated with drug,treated with drug,34040175
gemcitabine,cisplatin,treated with drug,treated with drug,34040175
berzosertib,solid tumour,may_treat,may_treat,34040175
berzosertib,partial response,adverse event outcome,adverse event outcome,34040175
berzosertib,stable disease,adverse event outcome,adverse event outcome,34040175
berzosertib,cisplatin,treated with drug,treated with drug,34040174
berzosertib,neutropenia,adverse event occurs in,adverse event occurs in,34040174
berzosertib,anaemia,adverse event occurs in,adverse event occurs in,34040174
berzosertib,hypersensitivity reaction,adverse event occurs in,adverse event occurs in,34040174
berzosertib,increase in alanine aminotransferase,adverse event occurs in,adverse event occurs in,34040174
berzosertib,partial response,adverse event outcome,adverse event outcome,34040174
platinumbased chemotherapy,partial response,induced_by,induced_by,34040174
locally advanced esophageal squamous cell carcinoma,chemoradiotherapy,treated with drug,treated with drug,34039375
chemoradiotherapy,s1,drug associated with AE in adult,drug associated with AE in adult,34039375
chemoradiotherapy,docetaxel,drug associated with AE in adult,drug associated with AE in adult,34039375
chemoradiotherapy,cisplatin,drug associated with AE in adult,drug associated with AE in adult,34039375
s1,adverse event,drug AE occurs in,drug AE occurs in,34039375
docetaxel,adverse event,drug AE occurs in,drug AE occurs in,34039375
cisplatin,adverse event,drug AE occurs in,drug AE occurs in,34039375
adverse event,elderly patient,occurs in patient,occurs in,34039375
overall response rate,locally advanced esophageal squamous cell carcinoma,realized in,realized in,34039375
survival outcome,locally advanced esophageal squamous cell carcinoma,realized in,realized in,34039375
cc chemokine receptor 4,effector tregs,located_in,located_in,34039310
cc chemokine receptor 4,tumor cell,located_in,located_in,34039310
mogamulizumab,cc chemokine receptor 4,drug associated with AE,drug associated with AE,34039310
mogamulizumab,tumor cell,may_treat,may_treat,34039310
mogamulizumab,effector tregs,may_treat,may_treat,34039310
lymphopenia,mogamulizumab,drug AE occurs in,drug AE occurs in,34039310
infusion reaction,mogamulizumab,drug AE occurs in,drug AE occurs in,34039310
fever,mogamulizumab,drug AE occurs in,drug AE occurs in,34039310
rash,mogamulizumab,drug AE occurs in,drug AE occurs in,34039310
neutropenia,mogamulizumab,drug AE occurs in,drug AE occurs in,34039310
anaemia,mogamulizumab,drug AE occurs in,drug AE occurs in,34039310
gastrointestinal disorder,mogamulizumab,drug AE occurs in,drug AE occurs in,34039310
immune checkpoint inhibitor,cancer,may_treat,may_treat,34036513
antipd1 molecule nivolumab,endocrine system,may_affect,may_affect,34036513
pembrolizumab,endocrine system,may_affect,may_affect,34036513
antipd1 drug,thyroid dysfunction,drug associated with AE,drug associated with AE,34036513
thyroid dysfunction,woman,occurs in,occurs in,34036513
endocrinopathy,woman,has part,has part,34036513
side effect,overall survival,is evidence of,is evidence of,34036513
cancer drug,safety,drug associated with AE,drug associated with AE,34035370
cancer drug,tolerability,drug associated with AE,drug associated with AE,34035370
cancer drug,efficacy,drug associated with AE,drug associated with AE,34035370
cancer drug,toxicity,drug associated with AE,drug associated with AE,34035370
phase 3 randomized controlled trial,cancer drug,treated with drug,treated with drug,34035370
phase 3 randomized controlled trial,advanced breast cancer,occurs in patient having disease,occurs in patient having disease,34035370
phase 3 randomized controlled trial,colorectal cancer,occurs in patient having disease,occurs in patient having disease,34035370
phase 3 randomized controlled trial,lung cancer,occurs in patient having disease,occurs in patient having disease,34035370
phase 3 randomized controlled trial,prostate cancer,occurs in patient having disease,occurs in patient having disease,34035370
efficacy,progression-free survival,is evidence of,is evidence of,34035370
efficacy,overall survival,is evidence of,is evidence of,34035370
safety,toxic death,adverse event occurs in,adverse event occurs in,34035370
safety,treatment discontinuation without progression,adverse event occurs in,adverse event occurs in,34035370
safety,grade adverse event,adverse event occurs in,adverse event occurs in,34035370
melanoma-derived peptide,t cell,induces,induces,34035112
skin epidermal langerhans cell,melanoma-derived peptide,located_in,located_in,34035112
melanoma-derived peptide,tlr7 agonist,combined with,drug associated with AE,34035112
granulocyte macrophage colony stimulating factor,melanoma-derived peptide,combined with,drug associated with AE,34035112
melanoma-derived peptide,tetanus helper peptide,combined with,drug associated with AE,34035112
dimethyl sulfoxide,melanoma-derived peptide,combined with,drug associated with AE,34035112
concurrent chemoradiotherapy,adjuvant chemotherapy,treated with drug,treated with drug,34032710
adjuvant chemotherapy,gemcitabine,drug associated with AE,drug associated with AE,34032710
adjuvant chemotherapy,cisplatin,drug associated with AE,drug associated with AE,34032710
concurrent chemoradiotherapy,cisplatin,drug associated with AE,drug associated with AE,34032710
concurrent chemoradiotherapy,fluorouracil,drug associated with AE,drug associated with AE,34032710
nasopharyngeal carcinoma,concurrent chemoradiotherapy,may_treat,may_treat,34032710
progression-free survival,concurrent chemoradiotherapy,is evidence of,is evidence of,34032710
overall survival,concurrent chemoradiotherapy,is evidence of,is evidence of,34032710
overall response rate,concurrent chemoradiotherapy,is evidence of,is evidence of,34032710
acute toxicity,concurrent chemoradiotherapy,adverse event occurs in,adverse event occurs in,34032710
late toxicity,concurrent chemoradiotherapy,adverse event occurs in,adverse event occurs in,34032710
adverse event,concurrent chemoradiotherapy,adverse event occurs in,adverse event occurs in,34032710
cd30,brentuximab vedotin,drug associated with AE,drug associated with AE,34031784
brentuximab vedotin,chemorefractory gct,may_treat,may_treat,34031784
chemorefractory gct,cisplatinbased chemotherapy,occurs in patient treated with drug,occurs in patient treated with drug,34031784
salvage regimen,highdose chemotherapy,may_treat,may_treat,34031784
treatment-related adverse event,brentuximab vedotin,induced_by,induced_by,34031784
radiographic stable disease,chemorefractory gct,occurs in patient having disease,occurs in patient having disease,34031784
progression of disease,brentuximab vedotin,induces,induces,34031784
ly01610,irinotecan,drug associated with AE,drug associated with AE,34031756
irinotecan,esophageal squamous cell carcinoma,may_treat,may_treat,34031756
patient,vomiting,adverse event occurs in,adverse event occurs in,34031756
patient,febrile neutropenia,adverse event occurs in,adverse event occurs in,34031756
patient,leukopenia,adverse event occurs in,adverse event occurs in,34031756
patient,anemia,adverse event occurs in,adverse event occurs in,34031756
patient,neutropenia,adverse event occurs in,adverse event occurs in,34031756
patient,complete response,adverse event outcome,adverse event outcome,34031756
patient,partial response,adverse event outcome,adverse event outcome,34031756
ly01610,antitumor activity,may_treat,may_treat,34031756
ly01610,clinical development,realized in,realized in,34031756
ly01610,anticancer agent,may_prevent,may_prevent,34031756
immunotherapy,immune checkpoint pathway,treated with drug,treated with drug,34031312
immune checkpoint pathway,adverse reaction,induced_by,induced_by,34031312
adverse reaction,immune-related adverse event,has part,has part,34031312
immune-related adverse event,immune system,located_in,located_in,34031312
immune-related adverse event,organ,occurs in,occurs in,34031312
immune-related adverse event,patient,occurs in,occurs in,34031312
immune-related adverse event,toxicity,may lead to,anteriorly connected to,34031312
Afatinib,Epidermal Growth Factor Receptor,treated with drug,treated with drug,34031056
Cetuximab,Epidermal Growth Factor Receptor,treated with drug,treated with drug,34031056
Afatinib,Non-Small Cell Lung Cancer,may_treat,may_treat,34031056
Cetuximab,Non-Small Cell Lung Cancer,may_treat,may_treat,34031056
irinotecan,topoisomerase inhibitor,has part,has part,34030768
irinotecan,metastatic colorectal cancer,may_treat,may_treat,34030768
irinotecan,diarrhea,drug AE occurs in,drug AE occurs in,34030768
irinotecan,sn38,produced_by,produced_by,34030768
sn38,bacterial glucuronidase,induced_by,induced_by,34030768
bacterial glucuronidase,silymarin,induces,induces,34030768
folfiri,bevacizumab,combined_with,combined_with,34030768
graftversushost disease gvhd,ixazomib,may_treat,may_treat,34029766
calcineurin inhibitor,graftversushost disease gvhd,may_prevent,may_prevent,34029766
ixazomib,hematologic malignancy,may_treat,may_treat,34029766
paronychia,antibiotic,treated with drug,treated with drug,34029250
paronychia,steroid,treated with drug,treated with drug,34029250
paronychia,cancer therapy,adverse event occurs in,adverse event occurs in,34029250
paronychia,nail surgery,may_treat,may_treat,34029250
nail surgery,surgical intervention,realizes,realizes,34029250
nail surgery,partial matricectomy,may_treat,may_treat,34029250
highrisk neuroblastoma,131 imibg,may_treat,may_treat,34028986
131 imibg,sinusoidal obstruction syndrome,may_cause,may_cause,34028986
131 imibg,18 mcikg,combined_with,combined_with,34028986
induction chemotherapy,131 imibg,may_prevent,may_prevent,34028986
131 imibg,bumel,combined_with,combined_with,34028986
131 imibg,myeloablative therapy,may_treat,may_treat,34028986
cooperative randomized trial,131 imibg,may_test,may_treat,34028986
etoposide ifosfamide and cisplatin,pegfilgrastim,primary prophylaxis with,drug associated with AE in adolescent,34028113
patient,etoposide ifosfamide and cisplatin,treated with drug,treated with drug,34028113
patient,pegfilgrastim,treated with drug,treated with drug,34028113
patient,short-acting granulocyte colony-stimulating factor,treated with drug,treated with drug,34028113
myelosuppression,patient,occurs in,occurs in,34028113
metastatic clear cell renal cell carcinoma,nivolumab therapy,treated with drug,treated with drug,34027908
late-onset ocular toxicity,choroidal metastasis,adverse event outcome,adverse event outcome,34027908
choroidal thickening,choroidal fold,composed primarily of,composed primarily of,34027908
nivolumab therapy,uveitis,induced_by,induced_by,34027908
uveitis,systemic corticosteroid,may_treat,may_treat,34027908
neoadjuvant immunotherapy,chemotherapy,combined with,drug associated with AE,34024062
neoadjuvant immunotherapy,nonsmall cell lung cancer,treated in,treated with drug,34024062
